account_id,account_holder_name,account_type,home_country,currency,kyc_tier,account_created_date,personal_spend_baseline_usd
FLR-ACC-103781,Apex Technologies LLC,Business,US,USD,Tier3_Enhanced,2024-10-19,605.7
FLR-ACC-103782,Ngozi Adekunle,Individual,GB,GBP,Tier2_Verified,2026-04-23,20.02
FLR-ACC-103783,Sunrise Builders Co.,Business,NG,NGN,Tier3_Enhanced,2025-03-30,529.89
FLR-ACC-103784,Kunle Green,Individual,NG,NGN,Tier3_Enhanced,2024-06-11,59.88
FLR-ACC-103785,Metro Textiles LLC,Business,NG,NGN,Tier3_Enhanced,2023-04-30,1312.82
FLR-ACC-103786,Urban Logistics Ltd,Business,NG,NGN,Tier3_Enhanced,2024-04-02,1451.51
FLR-ACC-103787,Prime Retail Co.,Business,NG,NGN,Tier3_Enhanced,2025-11-20,126.42
FLR-ACC-103788,Apex Foods Inc,Business,NG,NGN,Tier3_Enhanced,2023-06-03,299.3
FLR-ACC-103789,Bluewave Consulting Co.,Business,NG,NGN,Tier2_Verified,2024-09-25,290.76
FLR-ACC-103790,David Brown,Individual,NG,NGN,Tier2_Verified,2025-09-12,65.78
FLR-ACC-103791,Yetunde Smith,Individual,FR,EUR,Tier3_Enhanced,2024-11-02,44.51
FLR-ACC-103792,Peter Smith,Individual,US,USD,Tier1_Basic,2024-09-25,97.15
FLR-ACC-103793,Ifeoma Smith,Individual,GB,GBP,Tier2_Verified,2025-09-04,13.13
FLR-ACC-103794,Tobi Brown,Individual,DE,EUR,Tier2_Verified,2025-12-02,78.79
FLR-ACC-103795,Kunle Bello,Individual,NG,NGN,Tier2_Verified,2025-02-17,73.43
FLR-ACC-103796,Blessing Obi,Individual,NG,NGN,Tier3_Enhanced,2024-09-03,70.8
FLR-ACC-103797,Emeka Chukwu,Individual,NG,NGN,Tier3_Enhanced,2025-06-29,125.08
FLR-ACC-103798,Grace Okoro,Individual,NG,NGN,Tier2_Verified,2023-10-09,22.58
FLR-ACC-103799,Greenfield Logistics Ltd,Business,GB,GBP,Tier3_Enhanced,2024-11-26,171.14
FLR-ACC-103800,Laura Fashola,Individual,NG,NGN,Tier2_Verified,2024-08-24,44.03
FLR-ACC-103801,Bluewave Textiles Co.,Business,DE,EUR,Tier2_Verified,2025-10-07,750.04
FLR-ACC-103802,Urban Foods Ltd,Business,NG,NGN,Tier2_Verified,2024-10-04,823.76
FLR-ACC-103803,Musa Bello,Individual,US,USD,Tier3_Enhanced,2026-03-04,32.0
FLR-ACC-103804,Aisha Smith,Individual,NG,NGN,Tier3_Enhanced,2024-06-18,53.38
FLR-ACC-103805,Ruth Nwosu,Individual,GB,GBP,Tier2_Verified,2025-09-06,48.63
FLR-ACC-103806,Chidi Johnson,Individual,NG,NGN,Tier3_Enhanced,2024-05-14,19.2
FLR-ACC-103807,Ngozi Okoro,Individual,NG,NGN,Tier1_Basic,2024-07-04,136.28
FLR-ACC-103808,Femi Brown,Individual,GB,GBP,Tier1_Basic,2023-01-27,101.83
FLR-ACC-103809,Emeka Hassan,Individual,US,USD,Tier2_Verified,2025-05-02,103.08
FLR-ACC-103810,Chioma Hassan,Individual,NG,NGN,Tier1_Basic,2026-03-30,22.62
FLR-ACC-103811,Ruth Williams,Individual,US,USD,Tier2_Verified,2025-01-19,48.98
FLR-ACC-103812,Greenfield Textiles Ltd,Business,NG,NGN,Tier3_Enhanced,2024-05-27,302.66
FLR-ACC-103813,Musa Hassan,Individual,FR,EUR,Tier2_Verified,2026-03-15,83.73
FLR-ACC-103814,Emeka Adekunle,Individual,NG,NGN,Tier2_Verified,2025-12-15,16.64
FLR-ACC-103815,Chioma Brown,Individual,US,USD,Tier3_Enhanced,2024-07-05,82.01
FLR-ACC-103816,Tunde Yusuf,Individual,NG,NGN,Tier3_Enhanced,2023-07-06,54.53
FLR-ACC-103817,Blessing Hassan,Individual,GB,GBP,Tier2_Verified,2024-02-28,120.41
FLR-ACC-103818,David Eze,Individual,NG,NGN,Tier3_Enhanced,2024-07-19,37.25
FLR-ACC-103819,Musa Brown,Individual,NG,NGN,Tier2_Verified,2024-02-01,65.63
FLR-ACC-103820,Yetunde Adeyemi,Individual,GB,GBP,Tier3_Enhanced,2025-09-15,38.17
FLR-ACC-103821,North Trading LLC,Business,DE,EUR,Tier2_Verified,2024-01-16,91.52
FLR-ACC-103822,Chidi Balogun,Individual,NG,NGN,Tier3_Enhanced,2025-01-12,36.29
FLR-ACC-103823,North Technologies Ltd,Business,US,USD,Tier3_Enhanced,2024-06-26,763.59
FLR-ACC-103824,Ruth Obi,Individual,NG,NGN,Tier3_Enhanced,2024-07-28,104.07
FLR-ACC-103825,Ifeoma Johnson,Individual,NG,NGN,Tier1_Basic,2025-08-21,40.07
FLR-ACC-103826,Michael Williams,Individual,GB,GBP,Tier3_Enhanced,2022-12-12,40.55
FLR-ACC-103827,Laura Williams,Individual,FR,EUR,Tier3_Enhanced,2023-05-21,45.87
FLR-ACC-103828,Musa Adeyemi,Individual,NG,NGN,Tier2_Verified,2026-07-26,57.65
FLR-ACC-103829,Femi Brown,Individual,NG,NGN,Tier3_Enhanced,2024-02-21,49.61
FLR-ACC-103830,North Builders Co.,Business,US,USD,Tier2_Verified,2025-04-25,294.75
FLR-ACC-103831,Emeka Ibrahim,Individual,NG,NGN,Tier2_Verified,2025-01-11,67.22
FLR-ACC-103832,Ruth Adeyemi,Individual,NG,NGN,Tier2_Verified,2026-02-06,286.95
FLR-ACC-103833,Funke Yusuf,Individual,NG,NGN,Tier2_Verified,2024-06-11,65.1
FLR-ACC-103834,Urban Builders Ltd,Business,NG,NGN,Tier1_Basic,2026-01-04,1137.04
FLR-ACC-103835,Bluewave Media Ltd,Business,GB,GBP,Tier2_Verified,2026-05-11,89.11
FLR-ACC-103836,David Hassan,Individual,NG,NGN,Tier3_Enhanced,2023-09-16,69.2
FLR-ACC-103837,Chidi Yusuf,Individual,FR,EUR,Tier2_Verified,2023-08-19,31.67
FLR-ACC-103838,David Taylor,Individual,GB,GBP,Tier1_Basic,2023-10-24,174.95
FLR-ACC-103839,Silverline Retail LLC,Business,NG,NGN,Tier1_Basic,2026-04-26,861.39
FLR-ACC-103840,Kemi Williams,Individual,NG,NGN,Tier2_Verified,2025-12-04,124.69
FLR-ACC-103841,Bluewave Media Inc,Business,US,USD,Tier2_Verified,2024-04-04,416.32
FLR-ACC-103842,Greenfield Textiles Ltd,Business,NG,NGN,Tier3_Enhanced,2025-05-15,633.92
FLR-ACC-103843,Grace Balogun,Individual,NG,NGN,Tier2_Verified,2025-04-19,15.32
FLR-ACC-103844,Kunle Green,Individual,GB,GBP,Tier3_Enhanced,2024-07-16,53.73
FLR-ACC-103845,Ngozi Green,Individual,NG,NGN,Tier2_Verified,2024-12-07,22.74
FLR-ACC-103846,David Ibrahim,Individual,DE,EUR,Tier1_Basic,2025-08-19,90.09
FLR-ACC-103847,Femi Fashola,Individual,US,USD,Tier2_Verified,2025-10-02,45.03
FLR-ACC-103848,Amaka Williams,Individual,NG,NGN,Tier2_Verified,2024-01-23,11.57
FLR-ACC-103849,Bluewave Logistics Inc,Business,NG,NGN,Tier2_Verified,2026-02-11,46.2
FLR-ACC-103850,Sarah Balogun,Individual,NG,NGN,Tier1_Basic,2026-01-29,23.57
FLR-ACC-103851,Ifeoma Hassan,Individual,GB,GBP,Tier2_Verified,2026-01-17,73.49
FLR-ACC-103852,Laura Smith,Individual,GB,GBP,Tier3_Enhanced,2024-10-29,71.55
FLR-ACC-103853,Sunrise Media Co.,Business,NG,NGN,Tier3_Enhanced,2024-05-08,107.15
FLR-ACC-103854,David Okoro,Individual,NG,NGN,Tier2_Verified,2023-11-02,30.48
FLR-ACC-103855,Yetunde Bello,Individual,NG,NGN,Tier2_Verified,2024-11-17,127.54
FLR-ACC-103856,Daniel Green,Individual,NG,NGN,Tier2_Verified,2024-09-19,59.42
FLR-ACC-103857,Emeka Okoro,Individual,FR,EUR,Tier2_Verified,2024-08-27,74.26
FLR-ACC-103858,Funke Green,Individual,DE,EUR,Tier2_Verified,2025-01-04,76.72
FLR-ACC-103859,Blessing Bello,Individual,NG,NGN,Tier2_Verified,2025-12-13,112.21
FLR-ACC-103860,Femi Okafor,Individual,NG,NGN,Tier3_Enhanced,2024-10-26,104.13
FLR-ACC-103861,David Chukwu,Individual,GB,GBP,Tier2_Verified,2025-05-23,349.04
FLR-ACC-103862,Femi Balogun,Individual,DE,EUR,Tier2_Verified,2025-02-17,30.31
FLR-ACC-103863,Peter Smith,Individual,NG,NGN,Tier3_Enhanced,2024-10-27,44.41
FLR-ACC-103864,Kemi Okafor,Individual,NG,NGN,Tier2_Verified,2025-10-27,58.61
FLR-ACC-103865,Musa Nwosu,Individual,NG,NGN,Tier3_Enhanced,2025-09-19,35.76
FLR-ACC-103866,Laura Williams,Individual,DE,EUR,Tier2_Verified,2024-07-01,69.44
FLR-ACC-103867,Emeka Williams,Individual,NG,NGN,Tier2_Verified,2025-08-08,36.69
FLR-ACC-103868,Peter Okoro,Individual,NG,NGN,Tier2_Verified,2024-07-11,231.83
FLR-ACC-103869,Funke Obi,Individual,US,USD,Tier3_Enhanced,2023-12-27,72.96
FLR-ACC-103870,North Logistics Co.,Business,NG,NGN,Tier3_Enhanced,2025-02-21,399.04
FLR-ACC-103871,Olu Green,Individual,US,USD,Tier2_Verified,2024-03-27,82.83
FLR-ACC-103872,Mary Brown,Individual,NG,NGN,Tier1_Basic,2025-04-27,20.36
FLR-ACC-103873,Sunrise Consulting LLC,Business,FR,EUR,Tier2_Verified,2025-11-11,687.08
FLR-ACC-103874,Global Trading LLC,Business,NG,NGN,Tier3_Enhanced,2024-01-19,819.24
FLR-ACC-103875,John Okafor,Individual,NG,NGN,Tier3_Enhanced,2022-09-27,50.34
FLR-ACC-103876,Grace Balogun,Individual,US,USD,Tier3_Enhanced,2024-02-26,12.12
FLR-ACC-103877,Kemi Johnson,Individual,NG,NGN,Tier2_Verified,2025-05-07,59.19
FLR-ACC-103878,Yetunde Okafor,Individual,GB,GBP,Tier3_Enhanced,2022-07-06,43.7
FLR-ACC-103879,Funke Bello,Individual,GB,GBP,Tier3_Enhanced,2022-12-24,49.6
FLR-ACC-103880,David Obi,Individual,FR,EUR,Tier3_Enhanced,2025-02-25,103.23
FLR-ACC-103881,Laura Chukwu,Individual,US,USD,Tier2_Verified,2023-04-06,48.51
FLR-ACC-103882,James Chukwu,Individual,US,USD,Tier3_Enhanced,2025-02-23,371.88
FLR-ACC-103883,Metro Technologies Inc,Business,NG,NGN,Tier2_Verified,2023-06-16,780.29
FLR-ACC-103884,Emeka Balogun,Individual,NG,NGN,Tier2_Verified,2025-11-29,93.35
FLR-ACC-103885,Michael Adeyemi,Individual,NG,NGN,Tier2_Verified,2023-09-23,80.73
FLR-ACC-103886,Bluewave Trading Ltd,Business,NG,NGN,Tier2_Verified,2024-01-05,2591.66
FLR-ACC-103887,Sarah Adeyemi,Individual,GB,GBP,Tier3_Enhanced,2024-08-11,44.07
FLR-ACC-103888,David Yusuf,Individual,NG,NGN,Tier1_Basic,2025-07-25,26.34
FLR-ACC-103889,Femi Adekunle,Individual,GB,GBP,Tier2_Verified,2026-06-04,73.59
FLR-ACC-103890,Musa Johnson,Individual,DE,EUR,Tier2_Verified,2026-01-07,70.88
FLR-ACC-103891,Sarah Adekunle,Individual,US,USD,Tier2_Verified,2024-10-25,22.16
FLR-ACC-103892,Aisha Okoro,Individual,DE,EUR,Tier1_Basic,2026-08-05,172.97
FLR-ACC-103893,Prime Media Inc,Business,NG,NGN,Tier3_Enhanced,2025-02-20,3250.74
FLR-ACC-103894,Kemi Ibrahim,Individual,NG,NGN,Tier2_Verified,2025-11-21,77.48
FLR-ACC-103895,Kemi Smith,Individual,NG,NGN,Tier3_Enhanced,2025-10-29,101.61
FLR-ACC-103896,Laura Williams,Individual,GB,GBP,Tier2_Verified,2022-11-12,28.24
FLR-ACC-103897,Sunrise Textiles Co.,Business,NG,NGN,Tier3_Enhanced,2024-10-21,145.08
FLR-ACC-103898,Sarah Okoro,Individual,FR,EUR,Tier1_Basic,2026-06-04,42.35
FLR-ACC-103899,Femi Ibrahim,Individual,NG,NGN,Tier1_Basic,2026-05-04,99.95
FLR-ACC-103900,Emeka Green,Individual,DE,EUR,Tier2_Verified,2026-01-23,25.13
FLR-ACC-103901,Apex Ventures Inc,Business,NG,NGN,Tier3_Enhanced,2025-03-22,292.44
FLR-ACC-103902,Laura Taylor,Individual,US,USD,Tier2_Verified,2024-03-28,114.99
FLR-ACC-103903,Blessing Okafor,Individual,GB,GBP,Tier1_Basic,2026-04-25,44.82
FLR-ACC-103904,Tunde Fashola,Individual,GB,GBP,Tier2_Verified,2024-02-02,68.99
FLR-ACC-103905,Ngozi Johnson,Individual,US,USD,Tier3_Enhanced,2025-02-24,26.15
FLR-ACC-103906,Greenfield Builders Co.,Business,NG,NGN,Tier2_Verified,2025-10-05,1155.35
FLR-ACC-103907,David Eze,Individual,NG,NGN,Tier2_Verified,2025-02-27,91.73
FLR-ACC-103908,John Hassan,Individual,NG,NGN,Tier2_Verified,2024-12-15,43.56
FLR-ACC-103909,Greenfield Media Inc,Business,NG,NGN,Tier3_Enhanced,2024-08-09,176.36
FLR-ACC-103910,James Obi,Individual,US,USD,Tier3_Enhanced,2024-03-06,65.53
FLR-ACC-103911,Yetunde Chukwu,Individual,NG,NGN,Tier1_Basic,2026-05-22,49.02
FLR-ACC-103912,Bluewave Logistics Inc,Business,GB,GBP,Tier2_Verified,2025-03-06,465.01
FLR-ACC-103913,Metro Textiles Inc,Business,US,USD,Tier3_Enhanced,2025-05-19,903.43
FLR-ACC-103914,Ifeoma Ibrahim,Individual,US,USD,Tier1_Basic,2025-09-24,73.79
FLR-ACC-103915,Laura Balogun,Individual,GB,GBP,Tier3_Enhanced,2025-02-10,45.48
FLR-ACC-103916,Grace Nwosu,Individual,NG,NGN,Tier2_Verified,2025-04-20,34.92
FLR-ACC-103917,Michael Okafor,Individual,DE,EUR,Tier2_Verified,2025-08-02,110.89
FLR-ACC-103918,Femi Chukwu,Individual,NG,NGN,Tier1_Basic,2025-05-21,170.9
FLR-ACC-103919,Ngozi Yusuf,Individual,NG,NGN,Tier2_Verified,2023-08-11,29.96
FLR-ACC-103920,Sunrise Trading LLC,Business,NG,NGN,Tier2_Verified,2023-06-01,1085.17
FLR-ACC-103921,Musa Fashola,Individual,NG,NGN,Tier1_Basic,2024-09-07,179.12
FLR-ACC-103922,Bluewave Trading Ltd,Business,US,USD,Tier2_Verified,2024-11-02,232.74
FLR-ACC-103923,Ben Adekunle,Individual,NG,NGN,Tier3_Enhanced,2025-02-08,26.21
FLR-ACC-103924,Yetunde Hassan,Individual,NG,NGN,Tier2_Verified,2024-10-09,41.93
FLR-ACC-103925,Laura Ibrahim,Individual,NG,NGN,Tier2_Verified,2025-12-11,120.91
FLR-ACC-103926,David Yusuf,Individual,NG,NGN,Tier2_Verified,2025-08-11,22.36
FLR-ACC-103927,David Balogun,Individual,US,USD,Tier3_Enhanced,2025-03-15,75.11
FLR-ACC-103928,Aisha Fashola,Individual,NG,NGN,Tier3_Enhanced,2024-12-19,37.53
FLR-ACC-103929,Funke Bello,Individual,GB,GBP,Tier1_Basic,2025-01-08,116.07
FLR-ACC-103930,Ngozi Adeyemi,Individual,NG,NGN,Tier3_Enhanced,2024-06-13,24.93
FLR-ACC-103931,Funke Johnson,Individual,US,USD,Tier2_Verified,2023-09-06,196.65
FLR-ACC-103932,Chuka Taylor,Individual,NG,NGN,Tier3_Enhanced,2022-09-02,73.54
FLR-ACC-103933,Aisha Williams,Individual,GB,GBP,Tier2_Verified,2026-07-16,68.73
FLR-ACC-103934,Metro Logistics Ltd,Business,GB,GBP,Tier1_Basic,2026-01-11,530.05
FLR-ACC-103935,Sunrise Builders Co.,Business,FR,EUR,Tier2_Verified,2024-05-17,2685.25
FLR-ACC-103936,Aisha Brown,Individual,FR,EUR,Tier2_Verified,2024-12-16,19.99
FLR-ACC-103937,North Consulting Inc,Business,DE,EUR,Tier2_Verified,2025-04-06,1114.54
FLR-ACC-103938,Yetunde Johnson,Individual,NG,NGN,Tier1_Basic,2024-10-10,153.29
FLR-ACC-103939,Ngozi Chukwu,Individual,NG,NGN,Tier2_Verified,2025-12-07,26.02
FLR-ACC-103940,Michael Eze,Individual,NG,NGN,Tier3_Enhanced,2025-07-14,44.19
FLR-ACC-103941,Metro Consulting Ltd,Business,NG,NGN,Tier2_Verified,2025-11-08,325.37
FLR-ACC-103942,David Johnson,Individual,DE,EUR,Tier3_Enhanced,2023-06-26,42.51
FLR-ACC-103943,Chioma Bello,Individual,US,USD,Tier2_Verified,2022-11-14,61.42
FLR-ACC-103944,Laura Adekunle,Individual,NG,NGN,Tier2_Verified,2023-04-30,315.12
FLR-ACC-103945,Apex Trading LLC,Business,NG,NGN,Tier2_Verified,2024-05-12,320.46
FLR-ACC-103946,Metro Technologies Inc,Business,NG,NGN,Tier2_Verified,2025-02-07,204.54
FLR-ACC-103947,Chidi Balogun,Individual,NG,NGN,Tier3_Enhanced,2023-11-10,217.26
FLR-ACC-103948,John Okoro,Individual,NG,NGN,Tier2_Verified,2023-08-14,54.65
FLR-ACC-103949,Grace Yusuf,Individual,NG,NGN,Tier2_Verified,2024-02-18,25.84
FLR-ACC-103950,Funke Chukwu,Individual,NG,NGN,Tier2_Verified,2024-08-24,129.02
FLR-ACC-103951,Chidi Ibrahim,Individual,NG,NGN,Tier2_Verified,2025-11-17,90.43
FLR-ACC-103952,Silverline Textiles Ltd,Business,NG,NGN,Tier1_Basic,2024-05-17,434.75
FLR-ACC-103953,Peter Hassan,Individual,NG,NGN,Tier2_Verified,2025-09-18,49.23
FLR-ACC-103954,Grace Chukwu,Individual,US,USD,Tier3_Enhanced,2025-10-09,65.81
FLR-ACC-103955,David Adekunle,Individual,NG,NGN,Tier3_Enhanced,2025-02-11,69.82
FLR-ACC-103956,Peter Okafor,Individual,US,USD,Tier1_Basic,2026-05-07,51.85
FLR-ACC-103957,Ifeoma Adekunle,Individual,US,USD,Tier1_Basic,2025-05-02,205.28
FLR-ACC-103958,Global Media Inc,Business,NG,NGN,Tier2_Verified,2025-11-27,195.91
FLR-ACC-103959,John Eze,Individual,FR,EUR,Tier2_Verified,2024-07-25,42.09
FLR-ACC-103960,Apex Builders Ltd,Business,US,USD,Tier1_Basic,2026-06-25,257.74
FLR-ACC-103961,Metro Trading Co.,Business,GB,GBP,Tier3_Enhanced,2024-08-11,522.44
FLR-ACC-103962,Ruth Eze,Individual,US,USD,Tier2_Verified,2026-07-01,34.1
FLR-ACC-103963,Sunrise Foods Co.,Business,FR,EUR,Tier2_Verified,2024-09-18,2238.41
FLR-ACC-103964,Urban Retail LLC,Business,NG,NGN,Tier2_Verified,2026-01-15,1185.59
FLR-ACC-103965,James Adekunle,Individual,NG,NGN,Tier2_Verified,2025-07-26,129.88
FLR-ACC-103966,Aisha Okoro,Individual,GB,GBP,Tier2_Verified,2025-01-16,38.54
FLR-ACC-103967,Chioma Hassan,Individual,US,USD,Tier2_Verified,2023-03-21,76.09
FLR-ACC-103968,Ifeoma Williams,Individual,GB,GBP,Tier2_Verified,2024-10-30,44.4
FLR-ACC-103969,Sunrise Consulting Co.,Business,FR,EUR,Tier2_Verified,2025-05-22,1357.11
FLR-ACC-103970,Urban Textiles LLC,Business,NG,NGN,Tier2_Verified,2025-08-14,303.24
FLR-ACC-103971,Chidi Obi,Individual,NG,NGN,Tier3_Enhanced,2025-01-11,26.74
FLR-ACC-103972,Grace Ibrahim,Individual,NG,NGN,Tier3_Enhanced,2024-03-06,24.06
FLR-ACC-103973,Daniel Yusuf,Individual,NG,NGN,Tier1_Basic,2026-05-11,58.77
FLR-ACC-103974,Metro Ventures Inc,Business,DE,EUR,Tier2_Verified,2026-05-13,699.13
FLR-ACC-103975,Kunle Ibrahim,Individual,FR,EUR,Tier1_Basic,2025-07-26,40.42
FLR-ACC-103976,Bluewave Builders Inc,Business,FR,EUR,Tier1_Basic,2024-12-24,215.79
FLR-ACC-103977,Greenfield Media Inc,Business,GB,GBP,Tier1_Basic,2026-07-27,2842.26
FLR-ACC-103978,Femi Ibrahim,Individual,US,USD,Tier3_Enhanced,2025-03-03,47.82
FLR-ACC-103979,Amaka Brown,Individual,FR,EUR,Tier2_Verified,2024-03-21,110.87
FLR-ACC-103980,Chioma Smith,Individual,FR,EUR,Tier2_Verified,2024-09-19,32.2
FLR-ACC-103981,Urban Media Ltd,Business,US,USD,Tier2_Verified,2025-10-17,180.01
FLR-ACC-103982,Ruth Chukwu,Individual,NG,NGN,Tier1_Basic,2026-06-09,113.06
FLR-ACC-103983,Mary Green,Individual,NG,NGN,Tier1_Basic,2025-11-18,48.8
FLR-ACC-103984,Ben Ibrahim,Individual,US,USD,Tier3_Enhanced,2025-11-05,37.46
FLR-ACC-103985,Amaka Taylor,Individual,NG,NGN,Tier2_Verified,2025-08-06,30.11
FLR-ACC-103986,Kemi Chukwu,Individual,US,USD,Tier2_Verified,2023-02-01,48.28
FLR-ACC-103987,Olu Fashola,Individual,US,USD,Tier2_Verified,2025-09-06,40.26
FLR-ACC-103988,James Johnson,Individual,US,USD,Tier3_Enhanced,2024-02-03,137.42
FLR-ACC-103989,John Okoro,Individual,FR,EUR,Tier2_Verified,2025-05-02,65.16
FLR-ACC-103990,Silverline Logistics LLC,Business,NG,NGN,Tier1_Basic,2025-09-15,760.03
FLR-ACC-103991,Metro Consulting Inc,Business,GB,GBP,Tier2_Verified,2022-11-01,377.76
FLR-ACC-103992,Blessing Chukwu,Individual,NG,NGN,Tier2_Verified,2025-01-14,11.26
FLR-ACC-103993,Chuka Brown,Individual,NG,NGN,Tier2_Verified,2024-02-21,74.52
FLR-ACC-103994,North Builders Ltd,Business,NG,NGN,Tier2_Verified,2024-06-24,966.64
FLR-ACC-103995,Kemi Green,Individual,NG,NGN,Tier2_Verified,2023-03-06,35.05
FLR-ACC-103996,Kemi Johnson,Individual,NG,NGN,Tier2_Verified,2025-02-15,80.86
FLR-ACC-103997,James Green,Individual,NG,NGN,Tier2_Verified,2024-10-09,27.18
FLR-ACC-103998,Tobi Balogun,Individual,NG,NGN,Tier3_Enhanced,2025-08-20,165.81
FLR-ACC-103999,Sarah Taylor,Individual,NG,NGN,Tier2_Verified,2024-07-31,73.35
FLR-ACC-104000,Greenfield Media Ltd,Business,NG,NGN,Tier3_Enhanced,2021-12-25,4764.74
FLR-ACC-104001,Funke Chukwu,Individual,NG,NGN,Tier2_Verified,2024-04-08,116.16
FLR-ACC-104002,Tunde Okoro,Individual,GB,GBP,Tier3_Enhanced,2023-02-23,34.33
FLR-ACC-104003,Ruth Adeyemi,Individual,US,USD,Tier2_Verified,2025-09-03,31.11
FLR-ACC-104004,Kunle Adeyemi,Individual,GB,GBP,Tier2_Verified,2025-09-23,29.01
FLR-ACC-104005,North Logistics LLC,Business,NG,NGN,Tier1_Basic,2026-01-09,1318.24
FLR-ACC-104006,James Nwosu,Individual,NG,NGN,Tier3_Enhanced,2024-01-18,23.69
FLR-ACC-104007,Ifeoma Okoro,Individual,US,USD,Tier3_Enhanced,2025-01-05,57.18
FLR-ACC-104008,Metro Foods Co.,Business,NG,NGN,Tier2_Verified,2023-07-22,349.54
FLR-ACC-104009,Sarah Green,Individual,NG,NGN,Tier3_Enhanced,2024-11-27,31.72
FLR-ACC-104010,Silverline Consulting Ltd,Business,NG,NGN,Tier3_Enhanced,2024-05-25,479.12
FLR-ACC-104011,Musa Brown,Individual,US,USD,Tier2_Verified,2023-02-26,47.42
FLR-ACC-104012,Chioma Taylor,Individual,US,USD,Tier2_Verified,2025-02-09,146.72
FLR-ACC-104013,North Retail Co.,Business,NG,NGN,Tier2_Verified,2024-06-18,670.04
FLR-ACC-104014,Funke Obi,Individual,FR,EUR,Tier1_Basic,2025-06-16,197.42
FLR-ACC-104015,Prime Builders Inc,Business,GB,GBP,Tier2_Verified,2024-09-24,1038.82
FLR-ACC-104016,Ngozi Obi,Individual,GB,GBP,Tier2_Verified,2026-04-26,39.27
FLR-ACC-104017,Chidi Smith,Individual,DE,EUR,Tier2_Verified,2024-05-20,49.89
FLR-ACC-104018,Metro Technologies Inc,Business,DE,EUR,Tier2_Verified,2025-10-26,134.48
FLR-ACC-104019,John Obi,Individual,NG,NGN,Tier2_Verified,2025-10-24,45.17
FLR-ACC-104020,Musa Smith,Individual,US,USD,Tier2_Verified,2023-10-22,15.34
FLR-ACC-104021,Emeka Green,Individual,NG,NGN,Tier1_Basic,2025-04-01,31.79
FLR-ACC-104022,Global Ventures Inc,Business,NG,NGN,Tier2_Verified,2024-07-17,498.2
FLR-ACC-104023,Ngozi Brown,Individual,NG,NGN,Tier3_Enhanced,2025-03-08,64.48
FLR-ACC-104024,Aisha Eze,Individual,NG,NGN,Tier3_Enhanced,2025-11-30,75.55
FLR-ACC-104025,Greenfield Consulting Inc,Business,NG,NGN,Tier2_Verified,2025-10-19,348.54
FLR-ACC-104026,Amaka Okoro,Individual,NG,NGN,Tier1_Basic,2024-10-20,43.82
FLR-ACC-104027,Urban Foods LLC,Business,NG,NGN,Tier2_Verified,2025-07-19,659.72
FLR-ACC-104028,Prime Retail Inc,Business,NG,NGN,Tier3_Enhanced,2025-09-24,1042.86
FLR-ACC-104029,Chuka Eze,Individual,FR,EUR,Tier2_Verified,2025-08-20,65.75
FLR-ACC-104030,Silverline Foods Ltd,Business,NG,NGN,Tier2_Verified,2024-12-28,2068.98
FLR-ACC-104031,Aisha Smith,Individual,NG,NGN,Tier2_Verified,2025-11-17,37.99
FLR-ACC-104032,Daniel Obi,Individual,NG,NGN,Tier2_Verified,2026-08-04,130.11
FLR-ACC-104033,Michael Okafor,Individual,NG,NGN,Tier2_Verified,2026-05-08,75.16
FLR-ACC-104034,Blessing Green,Individual,NG,NGN,Tier3_Enhanced,2024-07-28,101.89
FLR-ACC-104035,Grace Eze,Individual,NG,NGN,Tier3_Enhanced,2026-01-06,198.49
FLR-ACC-104036,Prime Trading Inc,Business,NG,NGN,Tier3_Enhanced,2025-01-30,523.77
FLR-ACC-104037,Daniel Ibrahim,Individual,US,USD,Tier2_Verified,2025-07-29,45.03
FLR-ACC-104038,Olu Green,Individual,NG,NGN,Tier2_Verified,2026-03-05,57.46
FLR-ACC-104039,Silverline Consulting Ltd,Business,GB,GBP,Tier3_Enhanced,2024-12-16,305.24
FLR-ACC-104040,Ifeoma Chukwu,Individual,NG,NGN,Tier2_Verified,2025-04-12,14.74
FLR-ACC-104041,Emeka Fashola,Individual,US,USD,Tier1_Basic,2026-02-26,20.14
FLR-ACC-104042,Funke Fashola,Individual,DE,EUR,Tier2_Verified,2024-09-24,60.31
FLR-ACC-104043,Aisha Fashola,Individual,DE,EUR,Tier2_Verified,2025-09-01,26.6
FLR-ACC-104044,Greenfield Retail Inc,Business,FR,EUR,Tier3_Enhanced,2025-11-17,793.84
FLR-ACC-104045,Daniel Eze,Individual,US,USD,Tier2_Verified,2026-08-10,53.68
FLR-ACC-104046,Michael Okafor,Individual,US,USD,Tier2_Verified,2026-03-22,58.05
FLR-ACC-104047,Tobi Adekunle,Individual,US,USD,Tier2_Verified,2025-04-29,229.0
FLR-ACC-104048,Kemi Adekunle,Individual,US,USD,Tier3_Enhanced,2024-08-13,43.25
FLR-ACC-104049,Peter Yusuf,Individual,NG,NGN,Tier2_Verified,2026-01-06,120.04
FLR-ACC-104050,Chuka Green,Individual,US,USD,Tier2_Verified,2023-07-14,91.88
FLR-ACC-104051,Amaka Brown,Individual,FR,EUR,Tier1_Basic,2025-06-20,94.91
FLR-ACC-104052,James Balogun,Individual,NG,NGN,Tier3_Enhanced,2022-11-07,26.3
